id,label,region,layer,oem_group,node_type,control_boundary,confidence,notes,source_name,source_url,source_date,evidence_note,evidence_status,provenance_id,provenance_parent,citation_required,last_validated_date,verification_level,verification_status
india_tata_motors__api,Product APIs (Tata Motors),india,Product APIs,Tata Motors,API,oem,medium,External + internal API surface,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3ffdf92a71,,1,,1.0,ASSUMED
india_tata_motors__gov,Governance Controls (DPDP Act (India)),india,Data Governance & Sovereignty,Tata Motors,Governance,regulatory,hard,Consent/retention/access + localization rules,MeitY (DPDP Act 2023),https://www.meity.gov.in/static/uploads/2024/06/2bf1f0e9f04e6fb4f8fef35e82c42aa5.pdf,2026-03-02,DPDP Act (official PDF via MeitY).,VERIFIED,n_9fb18f79b7,,0,2026-03-02,4.0,VERIFIED
india_tata_motors__reg,Regulators (AIS-140 / Cyber Update Guidance),india,Regulators,Tata Motors,Regulator,regulatory,hard,Cybersecurity + software update governance / reporting,Policy/Regulatory,,2026-03-02,Regulatory obligation; verify local implementation specifics,ASSUMED,n_f61f4c3d4a,,1,,1.0,ASSUMED
india_tata_motors__dms,Dealer Systems (INDIA),india,Dealer Systems,Tata Motors,DealerTech,external,soft,Dealer management layer; vendor varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3037d1e372,,1,,1.0,ASSUMED
india_tata_motors__tier1__bosch,Bosch,india,Tier-1 Hardware Suppliers,Tata Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.bosch.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_fc44bdc2c3,,1,,1.0,REFERENCED
india_tata_motors__tier1__continental,Continental,india,Tier-1 Hardware Suppliers,Tata Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.continental.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_2dc9ca122a,,1,,1.0,REFERENCED
india_tata_motors__tier1__zf,ZF,india,Tier-1 Hardware Suppliers,Tata Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.zf.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_293b768c19,,1,,1.0,REFERENCED
india_tata_motors__tier1__aptiv,Aptiv,india,Tier-1 Hardware Suppliers,Tata Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.aptiv.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_aed1a5b4a6,,1,,1.0,REFERENCED
india_tata_motors__tier1__magna_international,Magna International,india,Tier-1 Hardware Suppliers,Tata Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b815a1c004,,1,,1.0,ASSUMED
india_tata_motors__battery__catl,CATL,india,Battery & Cell Suppliers,Tata Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7a40604f32,,1,,1.0,ASSUMED
india_tata_motors__battery__lg_energy_solution,LG Energy Solution,india,Battery & Cell Suppliers,Tata Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b98df168d3,,1,,1.0,ASSUMED
india_tata_motors__battery__panasonic_energy,Panasonic Energy,india,Battery & Cell Suppliers,Tata Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_eeb8bb434f,,1,,1.0,ASSUMED
india_tata_motors__chip__qualcomm,Qualcomm,india,Semiconductor & Compute,Tata Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.qualcomm.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_83348e934e,,1,,1.0,REFERENCED
india_tata_motors__chip__nxp,NXP,india,Semiconductor & Compute,Tata Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nxp.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0702142131,,1,,1.0,REFERENCED
india_tata_motors__chip__renesas,Renesas,india,Semiconductor & Compute,Tata Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.renesas.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_789b86c2ff,,1,,1.0,REFERENCED
india_tata_motors__chip__nvidia,NVIDIA,india,Semiconductor & Compute,Tata Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nvidia.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_c5d23c9e1d,,1,,1.0,REFERENCED
india_tata_motors__chip__infineon,Infineon,india,Semiconductor & Compute,Tata Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.infineon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_5602c1c241,,1,,1.0,REFERENCED
india_tata_motors__telco__jio,Jio,india,Connectivity Providers,Tata Motors,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_f3bb0c44d4,,1,,1.0,ASSUMED
india_tata_motors__telco__airtel,Airtel,india,Connectivity Providers,Tata Motors,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_a6eca4572a,,1,,1.0,ASSUMED
india_tata_motors__telco__vodafone_idea,Vodafone Idea,india,Connectivity Providers,Tata Motors,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_8a5d8328b5,,1,,1.0,ASSUMED
india_tata_motors__cloudvendor__aws,AWS,india,Cloud Infrastructure,Tata Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://aws.amazon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_7c33f4f921,,1,,1.0,REFERENCED
india_tata_motors__cloudvendor__microsoft_azure,Microsoft Azure,india,Cloud Infrastructure,Tata Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://azure.microsoft.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_bd9ff79b1e,,1,,1.0,REFERENCED
india_tata_motors__cloudvendor__google_cloud,Google Cloud,india,Cloud Infrastructure,Tata Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://cloud.google.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_a29e54c2ab,,1,,1.0,REFERENCED
india_tata_motors__cyber__upstream_security,Upstream Security,india,Data Governance & Sovereignty,Tata Motors,Cybersecurity,external,soft,Vehicle cybersecurity monitoring / threat intel vendor (indicative),Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_eb945384bd,,1,,1.0,ASSUMED
india_tata_motors__cyber__argus_cyber_security,Argus Cyber Security,india,Data Governance & Sovereignty,Tata Motors,Cybersecurity,external,soft,Vehicle cybersecurity monitoring / threat intel vendor (indicative),Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_95c64fb9e0,,1,,1.0,ASSUMED
india_tata_motors__cyber__vicone,VicOne,india,Data Governance & Sovereignty,Tata Motors,Cybersecurity,external,soft,Vehicle cybersecurity monitoring / threat intel vendor (indicative),Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_41d79a79d0,,1,,1.0,ASSUMED
india_tata_motors__cyber__harman_cybersecurity,Harman Cybersecurity,india,Data Governance & Sovereignty,Tata Motors,Cybersecurity,external,soft,Vehicle cybersecurity monitoring / threat intel vendor (indicative),Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_63034b54ea,,1,,1.0,ASSUMED
india_tata_motors__pay__visa,Visa,india,Finance & Insurance,Tata Motors,Payments,external,soft,"Payments provider (subscriptions, in-car commerce, charging)",Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_266d2520ad,,1,,1.0,ASSUMED
india_tata_motors__pay__mastercard,Mastercard,india,Finance & Insurance,Tata Motors,Payments,external,soft,"Payments provider (subscriptions, in-car commerce, charging)",Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_2919b7c5e4,,1,,1.0,ASSUMED
india_tata_motors__pay__stripe,Stripe,india,Finance & Insurance,Tata Motors,Payments,external,soft,"Payments provider (subscriptions, in-car commerce, charging)",Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6a7b8ebe17,,1,,1.0,ASSUMED
india_tata_motors__pay__adyen,Adyen,india,Finance & Insurance,Tata Motors,Payments,external,soft,"Payments provider (subscriptions, in-car commerce, charging)",Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_1a785eb401,,1,,1.0,ASSUMED
india_tata_motors__pay__paypal,PayPal,india,Finance & Insurance,Tata Motors,Payments,external,soft,"Payments provider (subscriptions, in-car commerce, charging)",Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_70dbe61d67,,1,,1.0,ASSUMED
india_tata_motors__dealer_vendor__autoline_keyloop,Autoline (Keyloop),india,Dealer Systems,Tata Motors,DealerVendor,external,soft,Dealer tech/DMS vendor; adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3d0a48a89a,,1,,1.0,ASSUMED
india_tata_motors__dealer_vendor__sap_dealer_ops,SAP (Dealer Ops),india,Dealer Systems,Tata Motors,DealerVendor,external,soft,Dealer tech/DMS vendor; adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7a2a920853,,1,,1.0,ASSUMED
india_tata_motors__dealer_vendor__local_dms_vendor_in,Local DMS Vendor (IN),india,Dealer Systems,Tata Motors,DealerVendor,external,soft,Dealer tech/DMS vendor; adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_737068b821,,1,,1.0,ASSUMED
india_tata_motors__fleet__samsara,Samsara,india,Fleet & Enterprise Integrations,Tata Motors,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Company website,https://www.samsara.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_7c616151f4,,1,,1.0,REFERENCED
india_tata_motors__fleet__geotab,Geotab,india,Fleet & Enterprise Integrations,Tata Motors,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Company website,https://www.geotab.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_db2e842a72,,1,,1.0,REFERENCED
india_tata_motors__fleet__tata_fleet_edge_indicative,Tata Fleet Edge (Indicative),india,Fleet & Enterprise Integrations,Tata Motors,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5d38f8438d,,1,,1.0,ASSUMED
india_mahindra_mahindra__holdco,Mahindra & Mahindra,india,Ownership & Brand Stack,Mahindra & Mahindra,HOLDCO,oem,hard,OEM group parent,Company structure (general),,2026-03-02,Entity node,ASSUMED,n_3c9b94d476,,1,,1.0,ASSUMED
india_mahindra_mahindra__os,Vehicle OS Platform (Mahindra & Mahindra),india,Vehicle OS & Middleware,Mahindra & Mahindra,OS,oem,medium,OEM-controlled OS/middleware layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_2500ea2701,,1,,1.0,ASSUMED
india_mahindra_mahindra__ota,OTA Update Service (Mahindra & Mahindra),india,OTA & Software Update Infrastructure,Mahindra & Mahindra,OTA,oem,medium,Update orchestration + policy,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_a2f3efa79a,,1,,1.0,ASSUMED
india_mahindra_mahindra__tcu,Telematics Gateway/TCU (Mahindra & Mahindra),india,Telematics & TCU,Mahindra & Mahindra,Telematics,oem,medium,Vehicle telemetry gateway,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_75d37cca06,,1,,1.0,ASSUMED
india_mahindra_mahindra__carrier,Carrier/MVNO (Mahindra & Mahindra),india,Connectivity Providers,Mahindra & Mahindra,Connectivity,external,soft,Carrier partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5fca4e9f6c,,1,,1.0,ASSUMED
india_mahindra_mahindra__cloud,Cloud Hosting (Mahindra & Mahindra),india,Cloud Infrastructure,Mahindra & Mahindra,Cloud,external,soft,Cloud mix varies by program,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d43cc39204,,1,,1.0,ASSUMED
india_mahindra_mahindra__stream,Streaming Layer (Mahindra & Mahindra),india,Streaming & Data Lake,Mahindra & Mahindra,DataPlatform,oem,medium,Ingestion + streaming layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_ecd3329f5b,,1,,1.0,ASSUMED
india_mahindra_mahindra__lake,Lakehouse (Mahindra & Mahindra),india,Streaming & Data Lake,Mahindra & Mahindra,DataPlatform,oem,medium,Long-term telemetry storage,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_1d60f73f92,,1,,1.0,ASSUMED
india_mahindra_mahindra__ai,AI/Analytics (Mahindra & Mahindra),india,AI / Analytics,Mahindra & Mahindra,AI,oem,medium,ML analytics over vehicle + customer data,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_14d615e7cf,,1,,1.0,ASSUMED
india_mahindra_mahindra__api,Product APIs (Mahindra & Mahindra),india,Product APIs,Mahindra & Mahindra,API,oem,medium,External + internal API surface,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_700fafc9e6,,1,,1.0,ASSUMED
india_mahindra_mahindra__gov,Governance Controls (DPDP Act (India)),india,Data Governance & Sovereignty,Mahindra & Mahindra,Governance,regulatory,hard,Consent/retention/access + localization rules,MeitY (DPDP Act 2023),https://www.meity.gov.in/static/uploads/2024/06/2bf1f0e9f04e6fb4f8fef35e82c42aa5.pdf,2026-03-02,DPDP Act (official PDF via MeitY).,VERIFIED,n_a053f672e4,,0,2026-03-02,4.0,VERIFIED
india_mahindra_mahindra__reg,Regulators (AIS-140 / Cyber Update Guidance),india,Regulators,Mahindra & Mahindra,Regulator,regulatory,hard,Cybersecurity + software update governance / reporting,Policy/Regulatory,,2026-03-02,Regulatory obligation; verify local implementation specifics,ASSUMED,n_0e061fde8c,,1,,1.0,ASSUMED
india_mahindra_mahindra__dms,Dealer Systems (INDIA),india,Dealer Systems,Mahindra & Mahindra,DealerTech,external,soft,Dealer management layer; vendor varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_1e1b7e8081,,1,,1.0,ASSUMED
india_mahindra_mahindra__tier1__bosch,Bosch,india,Tier-1 Hardware Suppliers,Mahindra & Mahindra,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.bosch.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_974a8e45ed,,1,,1.0,REFERENCED
india_mahindra_mahindra__tier1__continental,Continental,india,Tier-1 Hardware Suppliers,Mahindra & Mahindra,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.continental.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_e42491bb8a,,1,,1.0,REFERENCED
india_mahindra_mahindra__tier1__zf,ZF,india,Tier-1 Hardware Suppliers,Mahindra & Mahindra,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.zf.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_e3a3b64311,,1,,1.0,REFERENCED
india_mahindra_mahindra__tier1__aptiv,Aptiv,india,Tier-1 Hardware Suppliers,Mahindra & Mahindra,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.aptiv.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_e947f8c2b7,,1,,1.0,REFERENCED
